,location_name,cause_name,year,GBD_val
186800,World Bank Upper Middle Income,Substance use disorders,2015,174.66211087204343
186815,World Bank Upper Middle Income,Substance use disorders,2016,174.99322471502387
186809,World Bank Upper Middle Income,Substance use disorders,2017,179.06644114443284
7229,World Bank High Income,Transport injuries,1990,975.1897574981967
7235,World Bank High Income,Transport injuries,1991,960.1918947786355
7241,World Bank High Income,Transport injuries,1992,920.512194649814
7247,World Bank High Income,Transport injuries,1993,896.1998382136328
7253,World Bank High Income,Transport injuries,1994,878.6633982771173
7259,World Bank High Income,Transport injuries,1995,855.0704040370711
7265,World Bank High Income,Transport injuries,1996,827.8192726941772
7271,World Bank High Income,Transport injuries,1997,802.9591987385687
7277,World Bank High Income,Transport injuries,1998,781.1556969103807
7283,World Bank High Income,Transport injuries,1999,761.1410127664006
7289,World Bank High Income,Transport injuries,2000,738.7241222912662
7295,World Bank High Income,Transport injuries,2001,714.7559623546815
7301,World Bank High Income,Transport injuries,2002,693.9431930808131
7307,World Bank High Income,Transport injuries,2003,671.6411382638489
7313,World Bank High Income,Transport injuries,2004,640.6875783360164
7319,World Bank High Income,Transport injuries,2005,625.4687529852179
7325,World Bank High Income,Transport injuries,2006,602.1363772990364
7331,World Bank High Income,Transport injuries,2007,577.9935766250376
7337,World Bank High Income,Transport injuries,2008,549.602366485597
7343,World Bank High Income,Transport injuries,2009,522.1524032380073
7349,World Bank High Income,Transport injuries,2010,493.10919694113676
7355,World Bank High Income,Transport injuries,2011,477.3138812560725
7361,World Bank High Income,Transport injuries,2012,460.4850257613508
7367,World Bank High Income,Transport injuries,2013,446.7322558223161
7373,World Bank High Income,Transport injuries,2014,439.94205920084914
7379,World Bank High Income,Transport injuries,2015,440.84898995020836
7391,World Bank High Income,Transport injuries,2016,443.21116501486085
7385,World Bank High Income,Transport injuries,2017,443.366554589359
17645,World Bank Low Income,Transport injuries,1990,1622.198827759465
17651,World Bank Low Income,Transport injuries,1991,1625.753027021489
17657,World Bank Low Income,Transport injuries,1992,1635.2323831861138
17663,World Bank Low Income,Transport injuries,1993,1658.3681266577394
17669,World Bank Low Income,Transport injuries,1994,1626.207390056181
17675,World Bank Low Income,Transport injuries,1995,1630.6213481861066
17681,World Bank Low Income,Transport injuries,1996,1636.7551967354534
17687,World Bank Low Income,Transport injuries,1997,1576.6531590959914
17693,World Bank Low Income,Transport injuries,1998,1546.0590979435708
17699,World Bank Low Income,Transport injuries,1999,1501.1538912909214
17705,World Bank Low Income,Transport injuries,2000,1466.4510943417913
17711,World Bank Low Income,Transport injuries,2001,1428.6856266392488
17717,World Bank Low Income,Transport injuries,2002,1413.1760519499912
17723,World Bank Low Income,Transport injuries,2003,1375.0270618112274
17729,World Bank Low Income,Transport injuries,2004,1344.8482950725333
17735,World Bank Low Income,Transport injuries,2005,1317.8116314726296
17741,World Bank Low Income,Transport injuries,2006,1300.1095188840725
17747,World Bank Low Income,Transport injuries,2007,1279.902684787887
17753,World Bank Low Income,Transport injuries,2008,1254.6288951262047
17759,World Bank Low Income,Transport injuries,2009,1241.3154416269201
17765,World Bank Low Income,Transport injuries,2010,1217.9205624365393
17771,World Bank Low Income,Transport injuries,2011,1200.8901763646827
17777,World Bank Low Income,Transport injuries,2012,1173.966882690152
17783,World Bank Low Income,Transport injuries,2013,1146.4756475308736
17789,World Bank Low Income,Transport injuries,2014,1127.116292887737
17795,World Bank Low Income,Transport injuries,2015,1095.9993282685407
17807,World Bank Low Income,Transport injuries,2016,1067.5911056862699
17801,World Bank Low Income,Transport injuries,2017,1042.3065727243247
14789,World Bank Lower Middle Income,Transport injuries,1990,1229.2966731466051
14795,World Bank Lower Middle Income,Transport injuries,1991,1225.1727429453952
14801,World Bank Lower Middle Income,Transport injuries,1992,1215.2749006644315
14807,World Bank Lower Middle Income,Transport injuries,1993,1201.5696692397114
14813,World Bank Lower Middle Income,Transport injuries,1994,1187.1380264976276
14819,World Bank Lower Middle Income,Transport injuries,1995,1173.594555658137
14825,World Bank Lower Middle Income,Transport injuries,1996,1147.1563699043409
14831,World Bank Lower Middle Income,Transport injuries,1997,1147.2740473654887
14837,World Bank Lower Middle Income,Transport injuries,1998,1140.3230234251366
14843,World Bank Lower Middle Income,Transport injuries,1999,1133.712299874071
14849,World Bank Lower Middle Income,Transport injuries,2000,1120.104076770927
14855,World Bank Lower Middle Income,Transport injuries,2001,1102.160751272467
14861,World Bank Lower Middle Income,Transport injuries,2002,1083.4725360281143
14867,World Bank Lower Middle Income,Transport injuries,2003,1063.5591194017034
14873,World Bank Lower Middle Income,Transport injuries,2004,1051.0847141031752
14879,World Bank Lower Middle Income,Transport injuries,2005,1053.1365449745829
14885,World Bank Lower Middle Income,Transport injuries,2006,1049.0467966294257
14891,World Bank Lower Middle Income,Transport injuries,2007,1044.969533425018
14897,World Bank Lower Middle Income,Transport injuries,2008,1046.4052042877813
14903,World Bank Lower Middle Income,Transport injuries,2009,1039.7739881255893
14909,World Bank Lower Middle Income,Transport injuries,2010,1032.139019265561
14915,World Bank Lower Middle Income,Transport injuries,2011,1027.0220937332692
14921,World Bank Lower Middle Income,Transport injuries,2012,1010.3294489137007
14927,World Bank Lower Middle Income,Transport injuries,2013,969.1190161189694
14933,World Bank Lower Middle Income,Transport injuries,2014,939.399488672429
14939,World Bank Lower Middle Income,Transport injuries,2015,908.58288462105
14951,World Bank Lower Middle Income,Transport injuries,2016,891.8325534295658
14945,World Bank Lower Middle Income,Transport injuries,2017,870.3535662926287
16133,World Bank Upper Middle Income,Transport injuries,1990,1332.773273863251
16139,World Bank Upper Middle Income,Transport injuries,1991,1320.442704942374
16145,World Bank Upper Middle Income,Transport injuries,1992,1345.5062629011024
16151,World Bank Upper Middle Income,Transport injuries,1993,1368.536725054835
16157,World Bank Upper Middle Income,Transport injuries,1994,1390.2793428317514
16163,World Bank Upper Middle Income,Transport injuries,1995,1398.6091058216816
16169,World Bank Upper Middle Income,Transport injuries,1996,1383.643237332127
16175,World Bank Upper Middle Income,Transport injuries,1997,1357.9343664611902
16181,World Bank Upper Middle Income,Transport injuries,1998,1335.1307595516894
16187,World Bank Upper Middle Income,Transport injuries,1999,1340.6491948984822
16193,World Bank Upper Middle Income,Transport injuries,2000,1340.384014254262
16199,World Bank Upper Middle Income,Transport injuries,2001,1292.1769340299209
16205,World Bank Upper Middle Income,Transport injuries,2002,1258.7137550179302
16211,World Bank Upper Middle Income,Transport injuries,2003,1210.1690939862142
16217,World Bank Upper Middle Income,Transport injuries,2004,1201.4068749023504
16223,World Bank Upper Middle Income,Transport injuries,2005,1185.973267244853
16229,World Bank Upper Middle Income,Transport injuries,2006,1143.6028060003168
16235,World Bank Upper Middle Income,Transport injuries,2007,1117.250711729096
16241,World Bank Upper Middle Income,Transport injuries,2008,1109.4532131359738
16247,World Bank Upper Middle Income,Transport injuries,2009,1094.0786483600457
16253,World Bank Upper Middle Income,Transport injuries,2010,1067.6830849247467
16259,World Bank Upper Middle Income,Transport injuries,2011,1022.3757557741296
16265,World Bank Upper Middle Income,Transport injuries,2012,986.1482108383155
16271,World Bank Upper Middle Income,Transport injuries,2013,952.1185698386477
16277,World Bank Upper Middle Income,Transport injuries,2014,932.4208916588277
16283,World Bank Upper Middle Income,Transport injuries,2015,903.7598298965623
16295,World Bank Upper Middle Income,Transport injuries,2016,876.843446122925
16289,World Bank Upper Middle Income,Transport injuries,2017,846.9610007388154
41333,World Bank High Income,Unintentional injuries,1990,697.2503764584445
41339,World Bank High Income,Unintentional injuries,1991,675.4605905228773
41345,World Bank High Income,Unintentional injuries,1992,649.8642174721202
41351,World Bank High Income,Unintentional injuries,1993,639.6851479185656
41357,World Bank High Income,Unintentional injuries,1994,623.6143178809435
41363,World Bank High Income,Unintentional injuries,1995,629.1246572954793
41369,World Bank High Income,Unintentional injuries,1996,585.1409206044142
41375,World Bank High Income,Unintentional injuries,1997,569.9602137633473
41381,World Bank High Income,Unintentional injuries,1998,560.9078038158875
41387,World Bank High Income,Unintentional injuries,1999,558.1538436097046
41393,World Bank High Income,Unintentional injuries,2000,528.4030740272624
41399,World Bank High Income,Unintentional injuries,2001,521.7489282693168
41405,World Bank High Income,Unintentional injuries,2002,514.5401432508978
41411,World Bank High Income,Unintentional injuries,2003,527.2046728267387
41417,World Bank High Income,Unintentional injuries,2004,498.7948091582375
41423,World Bank High Income,Unintentional injuries,2005,506.3323722459382
41429,World Bank High Income,Unintentional injuries,2006,494.27887152587135
41435,World Bank High Income,Unintentional injuries,2007,486.64993652533593
41441,World Bank High Income,Unintentional injuries,2008,479.2791763580999
41447,World Bank High Income,Unintentional injuries,2009,475.67152485449145
41453,World Bank High Income,Unintentional injuries,2010,466.5059488416529
41459,World Bank High Income,Unintentional injuries,2011,507.94982239542617
41465,World Bank High Income,Unintentional injuries,2012,452.88733420170485
41471,World Bank High Income,Unintentional injuries,2013,447.69807416893923
41477,World Bank High Income,Unintentional injuries,2014,442.3888697414308
41483,World Bank High Income,Unintentional injuries,2015,455.55753382447455
41495,World Bank High Income,Unintentional injuries,2016,443.669026479129
41489,World Bank High Income,Unintentional injuries,2017,448.29620831829214
51746,World Bank Low Income,Unintentional injuries,1990,2449.455238051636
51755,World Bank Low Income,Unintentional injuries,1991,2438.856488104603
51761,World Bank Low Income,Unintentional injuries,1992,2373.658542821235
51767,World Bank Low Income,Unintentional injuries,1993,2360.1845798451723
51773,World Bank Low Income,Unintentional injuries,1994,2312.8781957215892
51779,World Bank Low Income,Unintentional injuries,1995,2264.2063220241685
51785,World Bank Low Income,Unintentional injuries,1996,2201.2610145220315
51791,World Bank Low Income,Unintentional injuries,1997,2176.262283174306
51797,World Bank Low Income,Unintentional injuries,1998,2181.936853149663
51803,World Bank Low Income,Unintentional injuries,1999,2008.2386527907493
51809,World Bank Low Income,Unintentional injuries,2000,1969.0394862470762
51815,World Bank Low Income,Unintentional injuries,2001,1908.7773357915921
51821,World Bank Low Income,Unintentional injuries,2002,1866.0816594869327
